id,,,,,,,
554,,,,,,,"###http://libsvr35.lib.virginia.edu/ows/HistoricMaps/AlbemarleCo/wcs#########javascript:addWMSLayer([[""UVA Geoserver WMS"",""http://libsvr35.lib.virginia.edu/ows/HistoricMaps/AlbemarleCo/wms"", ""UVA Geoserver WMS"",""554""]])###/google.kml?uuid=448cf286-61b9-46e8-b5bf-dff8b0964a96&layers=UVA Geoserver WMS######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
544,,,,,,,"###http://libsvr35.lib.virginia.edu/ows/HistoricMaps/Massie/wcs#########javascript:addWMSLayer([[""UVA Geoserver WMS"",""http://libsvr35.lib.virginia.edu/ows/HistoricMaps/Massie/wms"", ""UVA Geoserver WMS"",""544""]])###/google.kml?uuid=d5e3db35-e327-4e50-8d05-976b64acd2a5&layers=UVA Geoserver WMS######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
356,,,,,,,
571,,,,,,,"###http://www.fao.org/ag/AGL/aglw/aquastat/watresafrica/index.stm######http://localhost:8080/geonetwork/srv/en/resources.get?id=10&fname=basins.zip&access=private#########javascript:addWMSLayer([[""hydrological_basins"",""http://geonetwork3.fao.org/ows/296"", ""hydrological_basins"",""571""]])###/google.kml?uuid=bb9997b7-e59c-43e1-a4ce-cb49e0b6240c&layers=hydrological_basins"
573,,,,,,,
574,,,,,,,"###http://localhost:8080/geonetwork/srv/en/resources.get?id=10&fname=phy.zip&access=private#########javascript:addWMSLayer([[""landform"",""http://geonetwork3.fao.org/ows/7386_landf"", ""landform"",""574""]])###/google.kml?uuid=d0c9ac5c-50b6-46f3-8349-97da091e0cac&layers=landform#########javascript:addWMSLayer([[""slope"",""http://geonetwork3.fao.org/ows/7386_slope"", ""slope"",""574""]])###/google.kml?uuid=d0c9ac5c-50b6-46f3-8349-97da091e0cac&layers=slope#########javascript:addWMSLayer([[""hypsography"",""http://geonetwork3.fao.org/ows/7386_hypso"", ""hypsography"",""574""]])###/google.kml?uuid=d0c9ac5c-50b6-46f3-8349-97da091e0cac&layers=hypsography"
355,,,,,,,"######javascript:addWMSLayer([[""UVA Geoserver WMS : Albemarle Datastack"",""http://libsvr35.lib.virginia.edu/ows/Geography/Albemarle/Alb2007/wms"", ""UVA Geoserver WMS : Albemarle Datastack"",""355""]])###/google.kml?uuid=c0f7d37a-2056-4958-a072-3c475ca49c80&layers=UVA Geoserver WMS : Albemarle Datastack######http://libsvr35.lib.virginia.edu/ows/Geography/Albemarle/Alb2007/wfs######http://libsvr35.lib.virginia.edu:8080/geonetwork/srv/en/resources.get?id=355&fname=AlbParcelAdds07.zip&access=private######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
403,,,,,,,
400,,,,,,,
532,,,,,,,"###http://libsvr35.lib.virginia.edu/metadata/000003038.xml######http://libsvr35.lib.virginia.edu/ows/HistoricMaps/McGregor/wcs#########javascript:addWMSLayer([[""UVA Geoserver WMS"",""http://libsvr35.lib.virginia.edu/ows/HistoricMaps/McGregor/wms"", ""UVA Geoserver WMS"",""532""]])###/google.kml?uuid=9befed21-450c-4535-851f-d62a25ea97fd&layers=UVA Geoserver WMS######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
